longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,longitude^2,longitude latitude,longitude housing_median_age,longitude total_rooms,longitude total_bedrooms,longitude population,longitude households,longitude median_income,latitude^2,latitude housing_median_age,latitude total_rooms,latitude total_bedrooms,latitude population,latitude households,latitude median_income,housing_median_age^2,housing_median_age total_rooms,housing_median_age total_bedrooms,housing_median_age population,housing_median_age households,housing_median_age median_income,total_rooms^2,total_rooms total_bedrooms,total_rooms population,total_rooms households,total_rooms median_income,total_bedrooms^2,total_bedrooms population,total_bedrooms households,total_bedrooms median_income,population^2,population households,population median_income,households^2,households median_income,median_income^2,median_house_value
-122.26,37.85,52.0,2643.0,626.0,1212.0,620.0,1.9167,14947.5076,-4627.541,-6357.52,-323133.18,-76534.76000000001,-148179.12,-75801.2,-234.335742,1432.6225000000002,1968.2,100037.55,23694.100000000002,45874.200000000004,23467.0,72.547095,2704.0,137436.0,32552.0,63024.0,32240.0,99.6684,6985449.0,1654518.0,3203316.0,1638660.0,5065.8381,391876.0,758712.0,388120.0,1199.8542,1468944.0,751440.0,2323.0404,384400.0,1188.354,3.67373889,159200.0
-122.26,37.85,50.0,1120.0,283.0,697.0,264.0,2.125,14947.5076,-4627.541,-6113.0,-136931.2,-34599.58,-85215.22,-32276.640000000003,-259.8025,1432.6225000000002,1892.5,42392.0,10711.550000000001,26381.45,9992.4,80.43125,2500.0,56000.0,14150.0,34850.0,13200.0,106.25,1254400.0,316960.0,780640.0,295680.0,2380.0,80089.0,197251.0,74712.0,601.375,485809.0,184008.0,1481.125,69696.0,561.0,4.515625,140000.0
-122.27,37.85,52.0,1966.0,347.0,793.0,331.0,2.775,14949.952899999998,-4627.9195,-6358.04,-240382.81999999998,-42427.689999999995,-96960.11,-40471.369999999995,-339.29925,1432.6225000000002,1968.2,74413.1,13133.95,30015.050000000003,12528.35,105.03375,2704.0,102232.0,18044.0,41236.0,17212.0,144.29999999999998,3865156.0,682202.0,1559038.0,650746.0,5455.65,120409.0,275171.0,114857.0,962.925,628849.0,262483.0,2200.575,109561.0,918.525,7.700625,152500.0
-122.27,37.85,52.0,1228.0,293.0,648.0,303.0,2.1202,14949.952899999998,-4627.9195,-6358.04,-150147.56,-35825.11,-79230.95999999999,-37047.81,-259.236854,1432.6225000000002,1968.2,46479.8,11090.050000000001,24526.8,11468.550000000001,80.24957,2704.0,63856.0,15236.0,33696.0,15756.0,110.2504,1507984.0,359804.0,795744.0,372084.0,2603.6056000000003,85849.0,189864.0,88779.0,621.2186,419904.0,196344.0,1373.8896,91809.0,642.4206,4.495248040000001,155500.0
-122.26,37.84,50.0,2239.0,455.0,990.0,419.0,1.9911,14947.5076,-4626.318400000001,-6113.0,-273740.14,-55628.3,-121037.40000000001,-51226.94,-243.43188600000002,1431.8656000000003,1892.0000000000002,84723.76000000001,17217.2,37461.600000000006,15854.960000000001,75.343224,2500.0,111950.0,22750.0,49500.0,20950.0,99.555,5013121.0,1018745.0,2216610.0,938141.0,4458.0729,207025.0,450450.0,190645.0,905.9505,980100.0,414810.0,1971.189,175561.0,834.2709,3.9644792100000004,158700.0
-122.27,37.84,52.0,1503.0,298.0,690.0,275.0,2.6033,14949.952899999998,-4626.696800000001,-6358.04,-183771.81,-36436.46,-84366.3,-33624.25,-318.30549099999996,1431.8656000000003,1967.6800000000003,56873.520000000004,11276.320000000002,26109.600000000002,10406.000000000002,98.50887200000001,2704.0,78156.0,15496.0,35880.0,14300.0,135.3716,2259009.0,447894.0,1037070.0,413325.0,3912.7599,88804.0,205620.0,81950.0,775.7834,476100.0,189750.0,1796.277,75625.0,715.9075,6.77717089,162900.0
-122.27,37.85,40.0,751.0,184.0,409.0,166.0,1.3578,14949.952899999998,-4627.9195,-4890.8,-91824.77,-22497.68,-50008.43,-20296.82,-166.018206,1432.6225000000002,1514.0,28425.350000000002,6964.400000000001,15480.650000000001,6283.1,51.39273,1600.0,30040.0,7360.0,16360.0,6640.0,54.312,564001.0,138184.0,307159.0,124666.0,1019.7077999999999,33856.0,75256.0,30544.0,249.8352,167281.0,67894.0,555.3402,27556.0,225.39479999999998,1.8436208399999998,147500.0
-122.27,37.85,42.0,1639.0,367.0,929.0,366.0,1.7135,14949.952899999998,-4627.9195,-5135.34,-200400.53,-44873.09,-113588.83,-44750.82,-209.509645,1432.6225000000002,1589.7,62036.15,13890.95,35162.65,13853.1,64.855975,1764.0,68838.0,15414.0,39018.0,15372.0,71.967,2686321.0,601513.0,1522631.0,599874.0,2808.4265,134689.0,340943.0,134322.0,628.8545,863041.0,340014.0,1591.8415,133956.0,627.141,2.93608225,159800.0
-122.27,37.84,52.0,2436.0,541.0,1015.0,478.0,1.725,14949.952899999998,-4626.696800000001,-6358.04,-297849.72,-66148.06999999999,-124104.05,-58445.06,-210.91575,1431.8656000000003,1967.6800000000003,92178.24,20471.440000000002,38407.600000000006,18087.52,65.27400000000002,2704.0,126672.0,28132.0,52780.0,24856.0,89.7,5934096.0,1317876.0,2472540.0,1164408.0,4202.1,292681.0,549115.0,258598.0,933.225,1030225.0,485170.0,1750.875,228484.0,824.5500000000001,2.9756250000000004,113900.0
-122.27,37.84,52.0,1688.0,337.0,853.0,325.0,2.1806,14949.952899999998,-4626.696800000001,-6358.04,-206391.75999999998,-41204.99,-104296.31,-39737.75,-266.621962,1431.8656000000003,1967.6800000000003,63873.920000000006,12752.080000000002,32277.520000000004,12298.000000000002,82.51390400000001,2704.0,87776.0,17524.0,44356.0,16900.0,113.3912,2849344.0,568856.0,1439864.0,548600.0,3680.8528,113569.0,287461.0,109525.0,734.8622,727609.0,277225.0,1860.0518000000002,105625.0,708.695,4.755016360000001,99700.0
-122.27,37.84,52.0,2224.0,437.0,1006.0,422.0,2.6,14949.952899999998,-4626.696800000001,-6358.04,-271928.48,-53431.99,-123003.62,-51597.939999999995,-317.902,1431.8656000000003,1967.6800000000003,84156.16,16536.08,38067.04,15968.480000000001,98.38400000000001,2704.0,115648.0,22724.0,52312.0,21944.0,135.20000000000002,4946176.0,971888.0,2237344.0,938528.0,5782.400000000001,190969.0,439622.0,184414.0,1136.2,1012036.0,424532.0,2615.6,178084.0,1097.2,6.760000000000001,132600.0
-122.28,37.85,41.0,535.0,123.0,317.0,119.0,2.4038,14952.3984,-4628.298,-5013.4800000000005,-65419.8,-15040.44,-38762.76,-14551.32,-293.936664,1432.6225000000002,1551.8500000000001,20249.75,4655.55,11998.45,4504.150000000001,90.98383,1681.0,21935.0,5043.0,12997.0,4879.0,98.55579999999999,286225.0,65805.0,169595.0,63665.0,1286.033,15129.0,38991.0,14637.0,295.6674,100489.0,37723.0,762.0046,14161.0,286.05219999999997,5.7782544399999995,107500.0
-122.28,37.85,49.0,1130.0,244.0,607.0,239.0,2.4597,14952.3984,-4628.298,-5991.72,-138176.4,-29836.32,-74223.96,-29224.920000000002,-300.77211600000004,1432.6225000000002,1854.65,42770.5,9235.4,22974.95,9046.15,93.09964500000001,2401.0,55370.0,11956.0,29743.0,11711.0,120.52530000000002,1276900.0,275720.0,685910.0,270070.0,2779.4610000000002,59536.0,148108.0,58316.0,600.1668000000001,368449.0,145073.0,1493.0379,57121.0,587.8683000000001,6.0501240900000015,93800.0
-122.28,37.85,52.0,1898.0,421.0,1102.0,397.0,1.808,14952.3984,-4628.298,-6358.56,-232087.44,-51479.88,-134752.56,-48545.16,-221.08224,1432.6225000000002,1968.2,71839.3,15934.85,41710.700000000004,15026.45,68.4328,2704.0,98696.0,21892.0,57304.0,20644.0,94.016,3602404.0,799058.0,2091596.0,753506.0,3431.5840000000003,177241.0,463942.0,167137.0,761.168,1214404.0,437494.0,1992.4160000000002,157609.0,717.7760000000001,3.268864,105500.0
-122.28,37.84,50.0,2082.0,492.0,1131.0,473.0,1.6424,14952.3984,-4627.0752,-6114.0,-254586.96,-60161.76,-138298.68,-57838.44,-200.832672,1431.8656000000003,1892.0000000000002,78782.88,18617.280000000002,42797.04,17898.320000000003,62.14841600000001,2500.0,104100.0,24600.0,56550.0,23650.0,82.12,4334724.0,1024344.0,2354742.0,984786.0,3419.4768000000004,242064.0,556452.0,232716.0,808.0608000000001,1279161.0,534963.0,1857.5544,223729.0,776.8552000000001,2.6974777600000004,108900.0
-122.28,37.84,52.0,729.0,160.0,395.0,155.0,1.6875,14952.3984,-4627.0752,-6358.56,-89142.12,-19564.8,-48300.6,-18953.4,-206.3475,1431.8656000000003,1967.6800000000003,27585.360000000004,6054.400000000001,14946.800000000001,5865.200000000001,63.855000000000004,2704.0,37908.0,8320.0,20540.0,8060.0,87.75,531441.0,116640.0,287955.0,112995.0,1230.1875,25600.0,63200.0,24800.0,270.0,156025.0,61225.0,666.5625,24025.0,261.5625,2.84765625,132000.0
-122.28,37.84,49.0,1916.0,447.0,863.0,378.0,1.9274,14952.3984,-4627.0752,-5991.72,-234288.48,-54659.16,-105527.64,-46221.840000000004,-235.682472,1431.8656000000003,1854.16,72501.44,16914.480000000003,32655.920000000002,14303.52,72.932816,2401.0,93884.0,21903.0,42287.0,18522.0,94.4426,3671056.0,856452.0,1653508.0,724248.0,3692.8984,199809.0,385761.0,168966.0,861.5478,744769.0,326214.0,1663.3462,142884.0,728.5572,3.71487076,122300.0
-122.28,37.84,52.0,2153.0,481.0,1168.0,441.0,1.9615,14952.3984,-4627.0752,-6358.56,-263268.84,-58816.68,-142823.04,-53925.48,-239.85222000000002,1431.8656000000003,1967.6800000000003,81469.52,18201.04,44197.12,16687.440000000002,74.22316000000001,2704.0,111956.0,25012.0,60736.0,22932.0,101.998,4635409.0,1035593.0,2514704.0,949473.0,4223.1095000000005,231361.0,561808.0,212121.0,943.4815,1364224.0,515088.0,2291.032,194481.0,865.0215000000001,3.84748225,115200.0
-122.27,37.84,48.0,1922.0,409.0,1026.0,335.0,1.7969,14949.952899999998,-4626.696800000001,-5868.96,-235002.94,-50008.43,-125449.01999999999,-40960.45,-219.70696299999997,1431.8656000000003,1816.3200000000002,72728.48000000001,15476.560000000001,38823.840000000004,12676.400000000001,67.994696,2304.0,92256.0,19632.0,49248.0,16080.0,86.2512,3694084.0,786098.0,1971972.0,643870.0,3453.6418,167281.0,419634.0,137015.0,734.9321,1052676.0,343710.0,1843.6194,112225.0,601.9615,3.2288496099999997,110400.0
-122.27,37.83,49.0,1655.0,366.0,754.0,329.0,1.375,14949.952899999998,-4625.474099999999,-5991.23,-202356.85,-44750.82,-92191.58,-40226.83,-168.12125,1431.1089,1853.6699999999998,62608.649999999994,13845.779999999999,28523.82,12446.07,52.01625,2401.0,81095.0,17934.0,36946.0,16121.0,67.375,2739025.0,605730.0,1247870.0,544495.0,2275.625,133956.0,275964.0,120414.0,503.25,568516.0,248066.0,1036.75,108241.0,452.375,1.890625,104900.0
-122.27,37.83,51.0,2665.0,574.0,1258.0,536.0,2.7303,14949.952899999998,-4625.474099999999,-6235.7699999999995,-325849.55,-70182.98,-153815.66,-65536.72,-333.833781,1431.1089,1929.33,100816.95,21714.42,47590.14,20276.879999999997,103.287249,2601.0,135915.0,29274.0,64158.0,27336.0,139.24530000000001,7102225.0,1529710.0,3352570.0,1428440.0,7276.249500000001,329476.0,722092.0,307664.0,1567.1922000000002,1582564.0,674288.0,3434.7174,287296.0,1463.4408,7.454538090000001,109700.0
-122.27,37.83,49.0,1215.0,282.0,570.0,264.0,1.4861,14949.952899999998,-4625.474099999999,-5991.23,-148558.05,-34480.14,-69693.9,-32279.28,-181.705447,1431.1089,1853.6699999999998,45963.45,10668.06,21563.1,9987.119999999999,56.219162999999995,2401.0,59535.0,13818.0,27930.0,12936.0,72.8189,1476225.0,342630.0,692550.0,320760.0,1805.6115,79524.0,160740.0,74448.0,419.0802,324900.0,150480.0,847.077,69696.0,392.3304,2.20849321,97200.0
-122.27,37.83,48.0,1798.0,432.0,987.0,374.0,1.0972,14949.952899999998,-4625.474099999999,-5868.96,-219841.46,-52820.64,-120680.48999999999,-45728.979999999996,-134.154644,1431.1089,1815.84,68018.34,16342.56,37338.21,14148.42,41.507076,2304.0,86304.0,20736.0,47376.0,17952.0,52.6656,3232804.0,776736.0,1774626.0,672452.0,1972.7656,186624.0,426384.0,161568.0,473.99039999999997,974169.0,369138.0,1082.9364,139876.0,410.3528,1.20384784,104500.0
-122.28,37.83,52.0,1511.0,390.0,901.0,403.0,1.4103,14952.3984,-4625.8524,-6358.56,-184765.08,-47689.2,-110174.28,-49278.840000000004,-172.45148400000002,1431.1089,1967.1599999999999,57161.13,14753.699999999999,34084.83,15245.49,53.351649,2704.0,78572.0,20280.0,46852.0,20956.0,73.3356,2283121.0,589290.0,1361411.0,608933.0,2130.9633000000003,152100.0,351390.0,157170.0,550.017,811801.0,363103.0,1270.6803,162409.0,568.3509,1.9889460900000002,103900.0
-122.26,37.83,52.0,1470.0,330.0,689.0,309.0,3.48,14947.5076,-4625.0958,-6357.52,-179722.2,-40345.8,-84237.14,-37778.340000000004,-425.4648,1431.1089,1967.1599999999999,55610.1,12483.9,26064.87,11689.47,131.64839999999998,2704.0,76440.0,17160.0,35828.0,16068.0,180.96,2160900.0,485100.0,1012830.0,454230.0,5115.6,108900.0,227370.0,101970.0,1148.4,474721.0,212901.0,2397.72,95481.0,1075.32,12.1104,191400.0
-122.26,37.83,52.0,2432.0,715.0,1377.0,696.0,2.5898,14947.5076,-4625.0958,-6357.52,-297336.32,-87415.90000000001,-168352.02000000002,-85092.96,-316.628948,1431.1089,1967.1599999999999,92002.56,27048.449999999997,52091.909999999996,26329.68,97.972134,2704.0,126464.0,37180.0,71604.0,36192.0,134.6696,5914624.0,1738880.0,3348864.0,1692672.0,6298.393599999999,511225.0,984555.0,497640.0,1851.7069999999999,1896129.0,958392.0,3566.1546,484416.0,1802.5008,6.70706404,176000.0
-122.26,37.83,52.0,1665.0,419.0,946.0,395.0,2.0978,14947.5076,-4625.0958,-6357.52,-203562.9,-51226.94,-115657.96,-48292.700000000004,-256.477028,1431.1089,1967.1599999999999,62986.95,15850.769999999999,35787.18,14942.849999999999,79.35977399999999,2704.0,86580.0,21788.0,49192.0,20540.0,109.0856,2772225.0,697635.0,1575090.0,657675.0,3492.837,175561.0,396374.0,165505.0,878.9781999999999,894916.0,373670.0,1984.5187999999998,156025.0,828.631,4.40076484,155400.0
-122.26,37.83,51.0,936.0,311.0,517.0,249.0,1.2852,14947.5076,-4625.0958,-6235.26,-114435.36,-38022.86,-63208.420000000006,-30442.74,-157.12855199999998,1431.1089,1929.33,35408.88,11765.13,19558.11,9419.67,48.61911599999999,2601.0,47736.0,15861.0,26367.0,12699.0,65.5452,876096.0,291096.0,483912.0,233064.0,1202.9471999999998,96721.0,160787.0,77439.0,399.69719999999995,267289.0,128733.0,664.4484,62001.0,320.0148,1.6517390399999998,150000.0
-122.26,37.84,49.0,713.0,202.0,462.0,189.0,1.025,14947.5076,-4626.318400000001,-5990.740000000001,-87171.38,-24696.52,-56484.12,-23107.14,-125.31649999999999,1431.8656000000003,1854.16,26979.920000000002,7643.68,17482.08,7151.76,38.786,2401.0,34937.0,9898.0,22638.0,9261.0,50.224999999999994,508369.0,144026.0,329406.0,134757.0,730.8249999999999,40804.0,93324.0,38178.0,207.04999999999998,213444.0,87318.0,473.54999999999995,35721.0,193.725,1.050625,118800.0
-122.26,37.84,52.0,950.0,202.0,467.0,198.0,3.9643,14947.5076,-4626.318400000001,-6357.52,-116147.0,-24696.52,-57095.420000000006,-24207.48,-484.67531800000006,1431.8656000000003,1967.6800000000003,35948.0,7643.68,17671.280000000002,7492.320000000001,150.00911200000002,2704.0,49400.0,10504.0,24284.0,10296.0,206.14360000000002,902500.0,191900.0,443650.0,188100.0,3766.085,40804.0,94334.0,39996.0,800.7886000000001,218089.0,92466.0,1851.3281000000002,39204.0,784.9314,15.715674490000001,188800.0
-122.26,37.83,52.0,1443.0,311.0,660.0,292.0,3.0125,14947.5076,-4625.0958,-6357.52,-176421.18,-38022.86,-80691.6,-35699.92,-368.30825000000004,1431.1089,1967.1599999999999,54588.689999999995,11765.13,24967.8,11046.359999999999,113.962875,2704.0,75036.0,16172.0,34320.0,15184.0,156.65,2082249.0,448773.0,952380.0,421356.0,4347.0375,96721.0,205260.0,90812.0,936.8875,435600.0,192720.0,1988.2500000000002,85264.0,879.6500000000001,9.075156250000001,184400.0
-122.26,37.83,52.0,1656.0,420.0,718.0,382.0,2.6768,14947.5076,-4625.0958,-6357.52,-202462.56,-51349.200000000004,-87782.68000000001,-46703.32,-327.26556800000003,1431.1089,1967.1599999999999,62646.479999999996,15888.599999999999,27161.94,14451.06,101.263344,2704.0,86112.0,21840.0,37336.0,19864.0,139.1936,2742336.0,695520.0,1189008.0,632592.0,4432.7808,176400.0,301560.0,160440.0,1124.256,515524.0,274276.0,1921.9424000000001,145924.0,1022.5376,7.16525824,182300.0
-122.26,37.83,50.0,1125.0,322.0,616.0,304.0,2.026,14947.5076,-4625.0958,-6113.0,-137542.5,-39367.72,-75312.16,-37167.04,-247.69876,1431.1089,1891.5,42558.75,12181.26,23303.28,11500.32,76.64357999999999,2500.0,56250.0,16100.0,30800.0,15200.0,101.29999999999998,1265625.0,362250.0,693000.0,342000.0,2279.25,103684.0,198352.0,97888.0,652.372,379456.0,187264.0,1248.0159999999998,92416.0,615.904,4.1046759999999995,142500.0
-122.27,37.82,43.0,1007.0,312.0,558.0,253.0,1.7348,14949.952899999998,-4624.2514,-5257.61,-123125.89,-38148.24,-68226.66,-30934.309999999998,-212.113996,1430.3524,1626.26,38084.74,11799.84,21103.56,9568.460000000001,65.610136,1849.0,43301.0,13416.0,23994.0,10879.0,74.59639999999999,1014049.0,314184.0,561906.0,254771.0,1746.9435999999998,97344.0,174096.0,78936.0,541.2575999999999,311364.0,141174.0,968.0183999999999,64009.0,438.90439999999995,3.0095310399999997,137500.0
-122.26,37.82,40.0,624.0,195.0,423.0,160.0,0.9506,14947.5076,-4623.8732,-4890.400000000001,-76290.24,-23840.7,-51715.98,-19561.600000000002,-116.22035600000001,1430.3524,1512.8,23599.68,7374.9,15997.86,6051.2,35.951692,1600.0,24960.0,7800.0,16920.0,6400.0,38.024,389376.0,121680.0,263952.0,99840.0,593.1744,38025.0,82485.0,31200.0,185.367,178929.0,67680.0,402.1038,25600.0,152.096,0.90364036,187500.0
-122.27,37.82,40.0,946.0,375.0,700.0,352.0,1.775,14949.952899999998,-4624.2514,-4890.8,-115667.42,-45851.25,-85589.0,-43039.04,-217.02925,1430.3524,1512.8,35777.72,14182.5,26474.0,13312.64,67.1305,1600.0,37840.0,15000.0,28000.0,14080.0,71.0,894916.0,354750.0,662200.0,332992.0,1679.1499999999999,140625.0,262500.0,132000.0,665.625,490000.0,246400.0,1242.5,123904.0,624.8,3.150625,112500.0
-122.27,37.82,21.0,896.0,453.0,735.0,438.0,0.9218,14949.952899999998,-4624.2514,-2567.67,-109553.92,-55388.31,-89868.45,-53554.259999999995,-112.708486,1430.3524,794.22,33886.72,17132.46,27797.7,16565.16,34.862476,441.0,18816.0,9513.0,15435.0,9198.0,19.357799999999997,802816.0,405888.0,658560.0,392448.0,825.9327999999999,205209.0,332955.0,198414.0,417.5754,540225.0,321930.0,677.5229999999999,191844.0,403.7484,0.8497152399999999,171900.0
-122.27,37.82,43.0,1868.0,456.0,1061.0,407.0,1.5045,14949.952899999998,-4624.2514,-5257.61,-228400.36,-55755.119999999995,-129728.47,-49763.89,-183.95521499999998,1430.3524,1626.26,70647.76,17245.920000000002,40127.02,15392.74,56.900189999999995,1849.0,80324.0,19608.0,45623.0,17501.0,64.6935,3489424.0,851808.0,1981948.0,760276.0,2810.406,207936.0,483816.0,185592.0,686.052,1125721.0,431827.0,1596.2745,165649.0,612.3315,2.26352025,93800.0
