bookID	title	author	Year-Of-Publication	bookID_encoded	fiction	non-fiction	mystery	thriller	romance	science fiction	fantasy	historical fiction	biography	autobiography	history	science	technology	health	cooking	travel	poetry	drama	children's literature	young adult	crime	horror	comedy	adventure
0440211727	A Time to Kill	JOHN GRISHAM	1992	223	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0
038533334X	Charming Billy	Alice McDermott	1999	164	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
0312422156	Middlesex: A Novel	Jeffrey Eugenides	2003	63	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
044022165X	The Rainmaker	JOHN GRISHAM	1996	231	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0312282990	The Amazing Adventures of Kavalier &amp; Clay	Michael Chabon	2001	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
0394820371	The Phantom Tollbooth	Norton Juster	1993	194	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
0345348036	The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure	WILLIAM GOLDMAN	1987	101	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0671510053	SHIPPING NEWS	Annie Proulx	1994	383	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
055321313X	Anne of Green Gables (Anne of Green Gables Novels (Paperback))	L.M. MONTGOMERY	1982	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0743237188	Fall On Your Knees (Oprah #45)	Ann-Marie MacDonald	2002	416	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
0345443284	While I Was Gone	Sue Miller	1999	128	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0553273914	The House of the Spirits	Isabel Allende	1986	337	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
039592720X	Interpreter of Maladies	Jhumpa Lahiri	1999	195	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0060928336	Divine Secrets of the Ya-Ya Sisterhood: A Novel	Rebecca Wells	1997	13	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0671003755	She's Come Undone (Oprah's Book Club (Paperback))	Wally Lamb	1996	366	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0440215625	Dragonfly in Amber	DIANA GABALDON	1993	227	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0316777730	Naked	David Sedaris	1998	87	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0446601241	Kiss the Girls	James Patterson	1995	260	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0345384466	The Witching Hour (Lives of the Mayfair Witches)	ANNE RICE	1993	112	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0446604801	Jack &amp; Jill (Alex Cross Novels)	James Patterson	1997	262	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0679734775	The House on Mango Street (Vintage Contemporaries)	SANDRA CISNEROS	1991	393	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0671027344	The Perks of Being a Wallflower	Stephen Chbosky	1999	375	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0380789035	American Gods	Neil Gaiman	2002	158	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0440206154	Red Dragon	Thomas Harris	2000	220	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0345370775	Jurassic Park	Michael Crichton	1999	108	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0380789019	Neverwhere	Neil Gaiman	1998	157	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
0380018179	The Thorn Birds	Colleen McCullough	1978	151	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0099771519	Memoirs of a Geisha Uk	Arthur Golden	0	37	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0380813815	Lamb : The Gospel According to Biff, Christ's Childhood Pal	Christopher Moore	2003	160	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1573225789	The Color of Water: A Black Man's Tribute to His White Mother	James McBride	1997	461	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0553296981	Anne Frank: The Diary of a Young Girl	ANNE FRANK	1993	348	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0451169530	The Stand: Complete and Uncut	Stephen King	1991	297	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
0385335881	Shopaholic Takes Manhattan (Summer Display Opportunity)	Sophie Kinsella	2002	167	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
0385335482	Confessions of a Shopaholic (Summer Display Opportunity)	SOPHIE KINSELLA	2001	165	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0441003257	Good Omens	Neil Gaiman	1996	247	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0446606812	Message in a Bottle	Nicholas Sparks	1999	267	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0671028375	Fatal Voyage	Kathy Reichs	2002	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
0060930535	The Poisonwood Bible: A Novel	Barbara Kingsolver	1999	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0375702709	A Lesson Before Dying (Vintage Contemporaries (Paperback))	Ernest J. Gaines	1997	137	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0671038184	Jewel	Bret Lott	1999	379	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0060916508	Their Eyes Were Watching God: A Novel	Zora Neale Hurston	1990	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0345361792	A Prayer for Owen Meany	John Irving	1990	105	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
0743225406	The Shipping News : A Novel	Annie Proulx	2001	414	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1400034779	The No. 1 Ladies' Detective Agency (Today Show Book Club #8)	Alexander McCall Smith	2003	453	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0786885688	Shopgirl	Steve Martin	2001	430	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
037570504X	Breath, Eyes, Memory	Edwidge Danticat	1998	141	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
0767902521	A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail)	Bill Bryson	1999	423	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
080410753X	The Kitchen God's Wife	Amy Tan	1992	435	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0140244824	Songs in Ordinary Time (Oprah's Book Club (Paperback))	Mary McGarry Morris	1996	42	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0385510438	The Last Juror	John Grisham	2004	185	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
014025448X	At Home in Mitford (The Mitford Years)	Jan Karon	1996	43	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0060934417	Bel Canto: A Novel	Ann Patchett	2002	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0671793489	All Around the Town	Mary Higgins Clark	1993	388	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0440224624	The Loop	Nicholas Evans	1999	234	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0743418174	Good in Bed	Jennifer Weiner	2002	419	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
0375703055	Ellen Foster	Kaye Gibbons	1997	138	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0312243022	The Hours : A Novel	Michael Cunningham	2000	56	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0375700757	Cold Mountain : A Novel	CHARLES FRAZIER	1998	136	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0070212570	Fried Green Tomatoes at the Whistle Stop Cafe	Fannie Flagg	1989	36	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0316781266	The Last Time They Met : A Novel	Anita Shreve	2002	89	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
